"manufacturer";"name";"category";"producturl";"price";"imageurl";"identifier"
"Dyson";"Dyson Airblade V";"Electrocasnice>Ingrijire personala";"https://digiland.ro/-electrocasnice-ingrijire-personala/7114-dyson-airblade-v.html";"5,099";"http://digiland.ro/img/p/8/7/6/8/8768.jpg,DABV12 GRI"
"Dyson";"Dyson Airblade 9kJ";"Electrocasnice>Ingrijire personala,https://digiland.ro/-electrocasnice-ingrijire-personala/7116-dyson-airblade-9kj.html";"6999,http://digiland.ro/img/p/8/7/7/4/8774.jpg,HU03"
"Dyson";"Dyson Airblade Wash+Dry baterie de lavoar cu uscator Incorporat";"Electrocasnice>Ingrijire personala";"https://digiland.ro/-electrocasnice-ingrijire-personala/7117-dyson-airblade-washdry-baterie-de-lavoar-cu-uscator-incorporat.html";"8799";"http://digiland.ro/img/p/8/7/7/5/8775.jpg,WD05"
